"","x","y","layer_Categories","samples","yield","final_stressor","stressor","quant","rescale"
"1",100,19900,"Corn",0.0616255378732732,6328.97725797332,390.02662771032,"GHG",206370.209377519,0.00188993667684289
"2",300,19900,"Corn",0.178363239640689,3654.7258528035,651.868743104611,"GHG",206370.209377519,0.00315873470822588
"3",500,19900,"Corn",1.0688142488338,9335.9409327777,9978.3866952235,"GHG",206370.209377519,0.0483518756186836
"4",700,19900,"Corn",0.713319148994086,6283.31100063558,4482.00605583855,"GHG",206370.209377519,0.0217182803145752
"5",900,19900,"Corn",2.02051004722225,8686.10131538397,17550.3549789237,"GHG",206370.209377519,0.08504306426718
"6",1100,19900,"Corn",0.312605887480868,4993.16724955089,1560.89347938626,"GHG",206370.209377519,0.00756356008987165
"7",1300,19900,"Corn",1.1347606212626,8448.13235331599,9586.60791775751,"GHG",206370.209377519,0.0464534486187415
"8",1500,19900,"Corn",1.78063523440373,7991.48797509414,14229.9250637664,"GHG",206370.209377519,0.0689533877330867
"9",1700,19900,"Corn",0.865135017774269,7343.37076701873,6353.0071990478,"GHG",206370.209377519,0.0307845169039202
"10",1900,19900,"Corn",0.695536441884427,8004.82174926166,5567.64523740053,"GHG",206370.209377519,0.0269789193614446
"11",2100,19900,"Corn",0.686812474876859,11124.3415158749,7640.33652789341,"GHG",206370.209377519,0.0370224779581277
"12",2300,19900,"Corn",0.685817443658856,7282.91109892579,4994.74747225999,"GHG",206370.209377519,0.0242028512125166
"13",2500,19900,"Corn",0.868978379768428,7866.61553416771,6835.9188211422,"GHG",206370.209377519,0.0331245427417145
"14",2700,19900,"Corn",0.984206336726116,10280.9731287276,10118.5989010047,"GHG",206370.209377519,0.049031296384908
"15",2900,19900,"Corn",0.748872709423257,5711.41312888976,4277.12142446724,"GHG",206370.209377519,0.0207254789214415
"16",3100,19900,"Corn",0.127292935756674,7299.46250571729,929.170011798518,"GHG",206370.209377519,0.00450244255021693
"17",3300,19900,"Corn",0.106227487180007,9119.36475358156,968.727202450889,"GHG",206370.209377519,0.00469412327182732
"18",3500,19900,"Corn",0.732530421277286,7331.86848067627,5370.81670689944,"GHG",206370.209377519,0.0260251550991764
"19",3700,19900,"Beef",16.6104848250875,16.6440443845172,276.465646677107,"GHG",206370.209377519,0.00133965870127776
"20",3900,19900,"Beef",17.9318141449969,42.5913585689506,763.740326041345,"GHG",206370.209377519,0.00370082643393656
"21",4100,19900,"Beef",5.00028484953382,32.9044676058391,164.531710851454,"GHG",206370.209377519,0.000797264834627709
"22",4300,19900,"Beef",18.2716699603723,49.7687261326903,909.357738244672,"GHG",206370.209377519,0.00440643899614967
"23",4500,19900,"Corn",0.835777692488462,9464.31778671722,7910.06568076003,"GHG",206370.209377519,0.0383294938965241
"24",4700,19900,"Corn",0.664750529168628,6471.81021988717,4302.13926834893,"GHG",206370.209377519,0.0208467069027337
"25",4900,19900,"Corn",0.60536597203874,6307.47787232811,3818.33247329475,"GHG",206370.209377519,0.018502343360566
"26",5100,19900,"Corn",0.727655237751397,7224.92005771858,5257.25092233405,"GHG",206370.209377519,0.0254748538473245
"27",5300,19900,"Corn",1.71901537370895,12441.5462213835,21387.2092272686,"GHG",206370.209377519,0.103635157864013
"28",5500,19900,"Corn",2.20621523623291,7223.17320788874,15935.8747851935,"GHG",206370.209377519,0.0772198411450052
"29",5700,19900,"Corn",0.937339969059741,7653.39985483604,7173.83758313383,"GHG",206370.209377519,0.0347619823848243
"30",5900,19900,"Corn",0.309249873313954,8719.75661946663,2696.58362989857,"GHG",206370.209377519,0.0130667291467715
"31",6100,19900,"Corn",0.315951762831854,5503.70966477449,1738.90677070021,"GHG",206370.209377519,0.00842615208825601
"32",6300,19900,"Corn",1.03922573491808,6857.76810286274,7126.76909659527,"GHG",206370.209377519,0.0345339044724137
"33",6500,19900,"Corn",0.895312379279878,10376.2986836721,9290.02866259716,"GHG",206370.209377519,0.0450163261965909
"34",6700,19900,"Corn",0.14384608994308,8816.24393637602,1268.18221823208,"GHG",206370.209377519,0.00614518065401656
"35",6900,19900,"Corn",0.73407112189861,9678.84050433968,7104.95730769834,"GHG",206370.209377519,0.0344282119455576
"36",7100,19900,"Corn",0.461474787309527,4719.04218501309,2177.7189886336,"GHG",206370.209377519,0.0105524871792412
"37",7300,19900,"Corn",0.57840387007465,5547.23090303407,3208.5398225126,"GHG",206370.209377519,0.0155474951166189
"38",7500,19900,"Corn",1.71009854163158,4430.83373587566,7577.16230993297,"GHG",206370.209377519,0.036716357136954
"39",7700,19900,"Corn",1.31493894701112,8339.75143222568,10966.2639666253,"GHG",206370.209377519,0.0531387936258009
"40",7900,19900,"Corn",0.433357742750696,7031.2551664427,3047.04886763378,"GHG",206370.209377519,0.0147649647535111
"41",8100,19900,"Corn",0.0909819510681407,10265.3732780822,933.963689282671,"GHG",206370.209377519,0.00452567108450301
"42",8300,19900,"Corn",1.77538680904173,7309.2157473059,12976.685222207,"GHG",206370.209377519,0.0628806127655195
"43",8500,19900,"Corn",0.125982787338854,8003.43985022154,1008.29566062977,"GHG",206370.209377519,0.00488585859204739
"44",8700,19900,"Corn",0.926225431969482,5787.82168768531,5360.82764283866,"GHG",206370.209377519,0.0259767514846677
"45",8900,19900,"Corn",0.600033341418466,10423.4892405341,6254.44107823712,"GHG",206370.209377519,0.0303068989322761
"46",9100,19900,"Corn",1.21258387079332,7140.05404484835,8657.91437137572,"GHG",206370.209377519,0.0419533148582387
"47",9300,19900,"Beef",11.454446173763,43.7714723295484,501.37797374517,"GHG",206370.209377519,0.00242950751107678
"48",9500,19900,"Beef",5.86931668932955,31.3168964557593,183.808783025793,"GHG",206370.209377519,0.000890674984438022
"49",9700,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"50",9900,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"51",10100,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"52",10300,19900,"Beef",14.2340878500657,34.4169443938853,489.89381003339,"GHG",206370.209377519,0.00237385915104255
"53",10500,19900,"Beef",17.968497246075,46.2872688564011,831.712662974575,"GHG",206370.209377519,0.00403019731134303
"54",10700,19900,"Beef",5.5990809070826,40.5780602810426,227.199842566032,"GHG",206370.209377519,0.0011009333336015
"55",10900,19900,"Beef",6.79122507246565,37.8994115185736,257.383433736631,"GHG",206370.209377519,0.00124719277318652
"56",11100,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"57",11300,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"58",11500,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"59",11700,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"60",11900,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"61",12100,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"62",12300,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"63",12500,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"64",12700,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"65",12900,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"66",13100,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"67",13300,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"68",13500,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"69",13700,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"70",13900,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"71",14100,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"72",14300,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"73",14500,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"74",14700,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"75",14900,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"76",15100,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"77",15300,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"78",15500,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"79",15700,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"80",15900,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"81",16100,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"82",16300,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"83",16500,19900,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"84",16700,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"85",16900,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"86",17100,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"87",17300,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"88",17500,19900,"Salmon aquaculture",2.72175951113763,12906.2763784914,35127.7804865298,"GHG",206370.209377519,0.170217303129588
"89",17700,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"90",17900,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"91",18100,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"92",18300,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"93",18500,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"94",18700,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"95",18900,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"96",19100,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"97",19300,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"98",19500,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"99",19700,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"100",19900,19900,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"101",100,19700,"Corn",1.10959142797986,11253.6445478203,12486.9475237937,"GHG",206370.209377519,0.0605075100784095
"102",300,19700,"Corn",0.652147314191179,8648.05494054525,5639.80580245434,"GHG",206370.209377519,0.0273285849709891
"103",500,19700,"Corn",1.41782369630192,9912.09327800621,14053.6007295122,"GHG",206370.209377519,0.0680989798474428
"104",700,19700,"Corn",0.327048350522439,9228.42789229121,3018.1421200891,"GHG",206370.209377519,0.0146248924648224
"105",900,19700,"Corn",2.01503857594159,4914.20348210179,9902.30958646158,"GHG",206370.209377519,0.047983231767464
"106",1100,19700,"Corn",2.08312008623883,5735.95816774675,11948.6896730589,"GHG",206370.209377519,0.0578992951991478
"107",1300,19700,"Corn",1.2469073305856,7106.99069832021,8861.75880013915,"GHG",206370.209377519,0.0429410757825422
"108",1500,19700,"Corn",1.14508187718167,11554.5824748217,13230.9429903192,"GHG",206370.209377519,0.064112659623829
"109",1700,19700,"Corn",1.6444908550344,7530.05272822165,12383.1028494874,"GHG",206370.209377519,0.0600043140278769
"110",1900,19700,"Corn",1.43789824062717,10217.4808469165,14691.6977334231,"GHG",206370.209377519,0.0711909813811697
"111",2100,19700,"Corn",0.103200002080716,6329.15210982081,653.168510902677,"GHG",206370.209377519,0.00316503294188075
"112",2300,19700,"Corn",0.861079128801379,8031.80894844224,6916.02305202376,"GHG",206370.209377519,0.0335127006600651
"113",2500,19700,"Corn",0.50637636063982,13265.4630093408,6717.31688087216,"GHG",206370.209377519,0.0325498379884083
"114",2700,19700,"Corn",1.23534076951056,8172.89292592144,10096.3078362352,"GHG",206370.209377519,0.0489232814498225
"115",2900,19700,"Corn",1.45036479104623,9642.6013074582,13985.2894304338,"GHG",206370.209377519,0.0677679664745121
"116",3100,19700,"Corn",0.819428319041043,5929.04040784515,4858.42361492697,"GHG",206370.209377519,0.023542272063306
"117",3300,19700,"Corn",0.114675933604691,6602.87610084018,757.190981339949,"GHG",206370.209377519,0.00366909053212616
"118",3500,19700,"Corn",1.45953902901219,7163.86331068736,10455.9381004567,"GHG",206370.209377519,0.0506659276646335
"119",3700,19700,"Corn",0.292481050270135,9458.11653583721,2766.319857979,"GHG",206370.209377519,0.013404647242076
"120",3900,19700,"Corn",3.51788005714905,8833.24335219133,31074.2906286183,"GHG",206370.209377519,0.150575466887147
"121",4100,19700,"Beef",39.5226348526197,52.4662278315496,2073.60356468068,"GHG",206370.209377519,0.0100479791678041
"122",4300,19700,"Corn",1.98852955755255,6322.36539359319,12572.2104588074,"GHG",206370.209377519,0.0609206653263054
"123",4500,19700,"Corn",3.87142821616756,6457.97255307009,25001.5771611912,"GHG",206370.209377519,0.121149158285027
"124",4700,19700,"Corn",2.2623407555923,9091.18067554927,20567.3485587482,"GHG",206370.209377519,0.0996623912956534
"125",4900,19700,"Corn",0.930411173975679,6699.48465501289,6233.27538290259,"GHG",206370.209377519,0.0302043371555624
"126",5100,19700,"Corn",0.869806395335842,4454.06579883054,3874.17491706945,"GHG",206370.209377519,0.0187729368921766
"127",5300,19700,"Corn",1.89966987438603,7452.12676559104,14156.5807166991,"GHG",206370.209377519,0.0685979859176381
"128",5500,19700,"Corn",2.93392897927003,8755.62836554555,25688.3917933928,"GHG",206370.209377519,0.124477228912436
"129",5700,19700,"Corn",0.0456963861446277,9273.08764502594,423.746593780082,"GHG",206370.209377519,0.00205333218907051
"130",5900,19700,"Corn",1.44836287379122,6822.39619117732,9881.30535359587,"GHG",206370.209377519,0.0478814523830797
"131",6100,19700,"Corn",3.69804883860267,8389.10883087659,31023.3341689346,"GHG",206370.209377519,0.150328549176314
"132",6300,19700,"Corn",0.984308459983935,8889.72787783518,8750.23435710819,"GHG",206370.209377519,0.0424006661790081
"133",6500,19700,"Corn",1.79392332695936,10296.0456374088,18470.3164443859,"GHG",206370.209377519,0.0895008853269011
"134",6700,19700,"Corn",0.0715270670481553,7938.2012703615,567.796254506899,"GHG",206370.209377519,0.00275134795966705
"135",6900,19700,"Corn",1.4970087913859,11433.5795518356,17116.169106108,"GHG",206370.209377519,0.0829391468746194
"136",7100,19700,"Corn",1.19321979919372,10998.0731085601,13123.1185861139,"GHG",206370.209377519,0.0635901791527835
"137",7300,19700,"Corn",0.132022823892852,11499.6327299484,1518.21398673845,"GHG",206370.209377519,0.00735674975238862
"138",7500,19700,"Corn",0.122233821021041,1597.21247243121,195.233383487731,"GHG",206370.209377519,0.000946034721177149
"139",7700,19700,"Corn",0.410388613853386,4812.1138455521,1974.83673078081,"GHG",206370.209377519,0.00956938860864451
"140",7900,19700,"Corn",0.43492623259062,7696.02895072856,3347.20487744871,"GHG",206370.209377519,0.0162194189148957
"141",8100,19700,"Corn",0.38254588707043,11274.4025490213,4312.97632430446,"GHG",206370.209377519,0.0208992195981863
"142",8300,19700,"Corn",0.814828555969147,6758.04663266257,5506.6493788646,"GHG",206370.209377519,0.026683354130785
"143",8500,19700,"Corn",0.603504990548277,6527.6527342828,3939.47100170578,"GHG",206370.209377519,0.0190893395591763
"144",8700,19700,"Corn",2.76378070800486,8269.45579712618,22854.9623977963,"GHG",206370.209377519,0.110747391625635
"145",8900,19700,"Corn",3.18391454898173,7047.42311113528,22438.3929763737,"GHG",206370.209377519,0.108728837578133
"146",9100,19700,"Corn",1.1511312648105,7087.70309982368,8158.87663390135,"GHG",206370.209377519,0.0395351473379381
"147",9300,19700,"Beef",27.7346041355319,30.8866959383869,856.6302849057,"GHG",206370.209377519,0.00415093965107454
"148",9500,19700,"Beef",13.437356392802,31.269375468209,420.177742346664,"GHG",206370.209377519,0.00203603874616428
"149",9700,19700,"Beef",32.8799646871574,39.6285485997039,1302.98527856157,"GHG",206370.209377519,0.00631382447346349
"150",9900,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"151",10100,19700,"Beef",58.4299402654514,33.2497104435311,1942.77859505908,"GHG",206370.209377519,0.00941404576231783
"152",10300,19700,"Beef",6.82553287224262,19.7719967752245,134.95441393917,"GHG",206370.209377519,0.000653943291263972
"153",10500,19700,"Beef",14.555580592512,10.6235348347697,154.631717464848,"GHG",206370.209377519,0.000749292826378714
"154",10700,19700,"Beef",3.98450120267739,24.4200803636198,97.3018395783217,"GHG",206370.209377519,0.000471491693843875
"155",10900,19700,"Beef",18.0060651920363,26.5139877817766,477.412592499523,"GHG",206370.209377519,0.00231337940655077
"156",11100,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"157",11300,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"158",11500,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"159",11700,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"160",11900,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"161",12100,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"162",12300,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"163",12500,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"164",12700,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"165",12900,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"166",13100,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"167",13300,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"168",13500,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"169",13700,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"170",13900,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"171",14100,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"172",14300,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"173",14500,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"174",14700,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"175",14900,19700,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"176",15100,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"177",15300,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"178",15500,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"179",15700,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"180",15900,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"181",16100,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"182",16300,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"183",16500,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"184",16700,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"185",16900,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"186",17100,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"187",17300,19700,"Salmon aquaculture",1.99417432224017,5487.79168878752,10943.6132715831,"GHG",206370.209377519,0.0530290360444595
"188",17500,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"189",17700,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"190",17900,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"191",18100,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"192",18300,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"193",18500,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"194",18700,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"195",18900,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"196",19100,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"197",19300,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"198",19500,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"199",19700,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"200",19900,19700,"Water",NA,NA,NA,"GHG",206370.209377519,NA
"201",100,19500,"Corn",0.266361310583844,9248.39707695384,2463.41516621721,"GHG",206370.209377519,0.011936873900781
"202",300,19500,"Corn",1.44614379052982,7727.37783863039,11174.8994784131,"GHG",206370.209377519,0.0541497705125187
"203",500,19500,"Corn",1.46962633619987,10106.0812345521,14852.1631380731,"GHG",206370.209377519,0.0719685422759036
"204",700,19500,"Corn",0.502998749981426,3455.80611928965,1738.26615818086,"GHG",206370.209377519,0.0084230478973881
"205",900,19500,"Corn",0.942719587787889,9755.00537221929,9196.23464336721,"GHG",206370.209377519,0.0445618322097269
"206",1100,19500,"Corn",2.50972059076841,8233.08458583111,20662.7419105984,"GHG",206370.209377519,0.100124635105639
"207",1300,19500,"Corn",2.05192828444537,7049.09338486628,14464.2340961038,"GHG",206370.209377519,0.0700887697877167
"208",1500,19500,"Corn",0.337795015381639,7440.01155110555,2513.19881634527,"GHG",206370.209377519,0.0121781085745172
"209",1700,19500,"Corn",0.735709834471497,7076.9895621575,5206.61081933141,"GHG",206370.209377519,0.0252294690936074
"210",1900,19500,"Corn",0.412832444889338,5148.60251556297,2125.51016426325,"GHG",206370.209377519,0.010299500934144
"211",2100,19500,"Corn",0.886929121523942,7983.31624737309,7080.63566613042,"GHG",206370.209377519,0.0343103575244119
"212",2300,19500,"Corn",2.7440035576575,1317.71356577871,3615.81071247032,"GHG",206370.209377519,0.0175209916362289
"213",2500,19500,"Corn",3.03999967038424,6968.39657903608,21183.9233033764,"GHG",206370.209377519,0.102650103264779
"214",2700,19500,"Corn",2.51943421674135,9970.92982138799,25121.1017647316,"GHG",206370.209377519,0.121728333951422
"215",2900,19500,"Corn",0.556305999677805,3745.14900896244,2083.44886337319,"GHG",206370.209377519,0.0100956861441269
"216",3100,19500,"Corn",0.225376452663226,5418.77115917236,1221.26342164806,"GHG",206370.209377519,0.00591782808832631
"217",3300,19500,"Corn",2.60283115999149,9775.52055709341,25444.0295111401,"GHG",206370.209377519,0.123293132220429
"218",3500,19500,"Corn",0.451570003724082,12092.465059143,5460.59449179055,"GHG",206370.209377519,0.0264601877774002
"219",3700,19500,"Corn",5.42173281064051,8693.47842828009,47133.7172332016,"GHG",206370.209377519,0.228393998219862
"220",3900,19500,"Corn",1.08788652914329,5935.14729705384,6456.7667929461,"GHG",206370.209377519,0.0312873006836687
"221",4100,19500,"Corn",0.865549316791051,8829.4733259839,7642.34460493017,"GHG",206370.209377519,0.0370322084179786
"222",4300,19500,"Corn",1.00799007129565,7215.11844013523,7272.76775087846,"GHG",206370.209377519,0.035241364404366
"223",4500,19500,"Corn",1.0963971509933,10521.6176675953,11535.8716345922,"GHG",206370.209377519,0.0558989190803662
"224",4700,19500,"Corn",0.711531283148374,7646.14411518055,5440.4707334118,"GHG",206370.209377519,0.0263626748735782
"225",4900,19500,"Corn",0.321824639466174,4826.20632121619,1553.19210931477,"GHG",206370.209377519,0.00752624186407386
"226",5100,19500,"Corn",0.629418042129641,5471.30340347023,3443.73707610947,"GHG",206370.209377519,0.0166871811900415
"227",5300,19500,"Corn",2.77317674112485,6684.71822782549,18537.905110379,"GHG",206370.209377519,0.0898283970651356
"228",5500,19500,"Corn",0.784382445869456,9663.91546117326,7580.20564611074,"GHG",206370.209377519,0.0367311041112724
"229",5700,19500,"Corn",2.13467402750174,4499.48748000199,9604.93906062947,"GHG",206370.209377519,0.0465422751161669
"230",5900,19500,"Corn",0.717725658188124,7225.5014281325,5185.92776824563,"GHG",206370.209377519,0.0251292460471311
"231",6100,19500,"Corn",1.56290481173299,6467.77406478806,10108.5152070591,"GHG",206370.209377519,0.0489824342260916
"232",6300,19500,"Corn",1.53651793500252,6386.1531509473,9812.4388521034,"GHG",206370.209377519,0.0475477486876665
"233",6500,19500,"Corn",0.890516592289632,10695.4349848865,9524.46231579643,"GHG",206370.209377519,0.0461523121216253
"234",6700,19500,"Corn",4.05263607675393,9357.69875216021,37923.3475583997,"GHG",206370.209377519,0.183763672444725
"235",6900,19500,"Corn",0.686790662372715,7896.80766725606,5423.45376842472,"GHG",206370.209377519,0.0262802164361981
"236",7100,19500,"Corn",1.06184150556017,8042.78800243425,8540.16612140609,"GHG",206370.209377519,0.0413827467984166
"237",7300,19500,"Corn",0.771214471476003,10691.4792946376,8245.42355351055,"GHG",206370.209377519,0.0399545243394455
"238",7500,19500,"Corn",3.26137207764824,8438.4526837444,27520.9339613198,"GHG",206370.209377519,0.133357106359159
"239",7700,19500,"Corn",0.85509448462878,11279.6056735823,9645.12860026773,"GHG",206370.209377519,0.0467370199863664
"240",7900,19500,"Corn",21.1195961328657,5982.93739418157,126357.221453335,"GHG",206370.209377519,0.612284214056233
"241",8100,19500,"Corn",0.795078316551268,10283.2979764124,8176.02724368106,"GHG",206370.209377519,0.0396182533726291
"242",8300,19500,"Corn",0.798155435854316,10264.4314776662,8192.61177985342,"GHG",206370.209377519,0.0396986164067239
"243",8500,19500,"Corn",0.714781479107558,7263.55395392991,5191.85383876757,"GHG",206370.209377519,0.0251579617737847
"244",8700,19500,"Corn",0.484137233276976,9739.09294288463,4715.05751199549,"GHG",206370.209377519,0.0228475685818106
"245",8900,19500,"Corn",0.286927389324822,6925.94405969392,1987.24304765774,"GHG",206370.209377519,0.00962950540997133
"246",9100,19500,"Beef",8.2777733718867,38.8450269908787,321.550330055316,"GHG",206370.209377519,0.00155812377680489
"247",9300,19500,"Beef",34.0855084580345,31.7293262120992,1081.51021697024,"GHG",206370.209377519,0.0052406314856802
"248",9500,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"249",9700,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"250",9900,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"251",10100,19500,"Beef",9.95947854365311,21.8274468524615,217.389988589819,"GHG",206370.209377519,0.00105339811034518
"252",10300,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"253",10500,19500,"Beef",40.9258524308129,39.5442390448584,1618.38169163866,"GHG",206370.209377519,0.00784212845701053
"254",10700,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"255",10900,19500,"Beef",22.0179372436831,31.1116084951771,685.013443396848,"GHG",206370.209377519,0.00331934267772018
"256",11100,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"257",11300,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
"258",11500,19500,"Forest",NA,NA,NA,"GHG",206370.209377519,NA
